text,domain
"Girl: Do you ever think about us? Like, how many more of us there are than of you?",overheard
Professor guy: Of course. That's why I always pack heat.,overheard
,overheard
"Guy #1: I think you just stepped in pee, there.",overheard
Guy #2: Ew.,overheard
Guy #1: I think it was human.,overheard
Guy #2: Ew. It was kind of greenish.,overheard
"Guy #1: Maybe it was antifreeze. Don't lick your shoe or anything. Not that you should if it was pee, I mean.",overheard
,overheard
Crazy guy: Only God lives forever! You do not understand!,overheard
"Drunk girl: Sir, would you like a balloon?",overheard
Crazy guy: Those balloons are beautiful. You keep them...Only God lives forever! You white people do not understand!,overheard
,overheard
"Guy #1: Yo, I can't believe that girl played you like that!",overheard
"Guy #2: I know, I did everything for her.",overheard
"Woman: Oh, no! Does somebody have a case of the Mondays?",overheard
"Guy #2: Shut up, Miss Piggy.",overheard
,overheard
"Guy #1: She's so frazzled. You know she has ADD, right?",overheard
Guy #2: Who doesn't?,overheard
"Guy #1: Well, she's on meds.",overheard
"Guy #2: Yeah, but she takes the stuff I took when I was, like, 5.",overheard
,overheard
Girl: We had this huge fight. It was awful. All the screaming and stuff and public.,overheard
Guy: Really? In the street and stuff?,overheard
Girl: Yeah. It's so embarassing.,overheard
Guy: Wow. You'll probably end up on that Overheard site.,overheard
,overheard
Mom: How much is it?,overheard
Chick: A hundred and fifty bucks.,overheard
Mom: Let me pay.,overheard
Chick: ! No! Don't give me any goddamn money!,overheard
"Mom: Here, just take it, dammit!",overheard
"Chick: Fine, but I'm paying for the taxi home.",overheard
Mom: I can't believe Michael puts up with you. You are so divorced in,overheard
five years.,overheard
,overheard
Guy: So why don't you give it to a cause you believe in? What are you really into?,overheard
Girl: Chillin' hard.,overheard
"Guy: Okay, so why don't you use it for studio time and then give the rest to a charity?",overheard
"Girl: Well, I just figure when I get old and have schizophrenia and multiple sclerosis and Alzheimer's I can like afford to send myself to a really nice crazy hospital, you know?",overheard
Girl: Definitely.,overheard
,overheard
"Old woman: ..Oprah done did it! Everyone loves that bitch, man. She was born barefoot in South Carolina and made it still.",overheard
"Old man #1: Yeah, she's cool.",overheard
Old woman: You know what she did? She done gave everyone who was in that hurricane Christina a five hundred dollar baby stroller! She good like that. I love that woman.,overheard
"Old man #2: Did you see that book guy, what he did to her?",overheard
"Old woman: Uh-uh, no, what?",overheard
Old man #2: Some guy wrote a cookbook on her show--,overheard
"Old man #1: No, no, man. He wrote a book about being a junkie and being in jail and it was all bullshit. That guy Frey.",overheard
Old man #2: ...I thought the book was about cooking.,overheard
"Old woman: Well, his name is .",overheard
,overheard
"Umbrella guy #1: Get your umbrellas! Don't get wet, get your umbrellas here!",overheard
"Umbrella guy #2: Don't listen to that asshole, get your better umbrellas here!",overheard
,overheard
"Chick #1: Look, this one lights up and oh, there's a bunny on the",overheard
end.,overheard
Chick #2: In case the orgasm wasn't enough?,overheard
,overheard
Girl #1: I like your pants.,overheard
Girl #2: Thanks.,overheard
Girl #1: You don't happen to have any percocets in them?,overheard
,overheard
Teen boy #1: Dude that sounds like someone trying to drown a dolphin.,overheard
"Teen boy #2: Ha, ha, ha! Yo, they live in the water! They can't drown!",overheard
"Teen boy #1: I know, that's why it's so fucked up!",overheard
,overheard
Hobo #1: Who's gonna win? Who's gonna win?,overheard
Hobo #2: I'll tell you who's gonna win. The Seattle Steelers.,overheard
,overheard
"Girl #1: No, dude, I'm telling you, all the men going to Paris right now are so gay.",overheard
"Girl #2: Oh my god, that's so not true. Johnny Depp lives there. Totally not gay.",overheard
"Girl #1: Yeah, I guess...",overheard
"Girl #2: Trust me, you'll find someone to lose your virginity to there. I'm sure most of them are just, like, metro or bi, anyway.",overheard
,overheard
Guy: I need a cigarette...I need a cigarette...I need a !,overheard
"Barista chick: Yeah, well I need a but I can't get one right now!",overheard
,overheard
"Man: Hey, I finally got that promotion!",overheard
"Woman: Oh my god, congratulations! High five!",overheard
Man: Don't touch me.,overheard
,overheard
"Teen boy #1: Don't worry, I've been taking the 7 train since I was 5.",overheard
Teen boy #2: How old are you now?,overheard
Teen boy #1: 17.,overheard
Teen boy #2: So you've been taking the 7 train from...8 years ago?,overheard
"Teen boy #1: Naw, man. 8 yrs ago I was 10.",overheard
,overheard
Woman: Do you like the perfume I'm wearing?,overheard
"Man: It smells like a sanitary napkin...Before it's used, of course.",overheard
,overheard
Guy #1: Hey. Do you want some blow?,overheard
"Guy #2: Um, excuse me, but that's my dad.",overheard
Guy #1: Oh. Sorry...Whatever. I meant blowjob.,overheard
,overheard
Woman: We'll have the perfectly peanut butter sundae.,overheard
"Store girl: Okay, sure.",overheard
"Man: Come on, you know I fucking hate the taste of peanut butter!",overheard
"Woman: Are you kidding me? I ate your jizz just a couple of hours ago, I think you eating the ice cream I want would be a decent fucking compromise!",overheard
"Store girl: ...Um...Yeah, so...I'm taking that as extra peanut butter.",overheard
,overheard
Girl #1: Holy shit! That guy just threw a slushie at the conductor.,overheard
"Girl #2: That's like a felony, right?",overheard
"Girl #1: Yeah, they should arrest that guy.",overheard
Girl #2: I can think of so many better things to do with a slushie.,overheard
,overheard
"Store girl: ""Fraternity test""?",overheard
Store guy: I've been saying it that way all these years.,overheard
,overheard
"Guy: Hey, have you ever been to Alcoholics Anonymous?",overheard
"Girl: No, I've never been to a triple-A meeting.",overheard
"Guy: No dumbass, it's AA for Alcoholics Anonymous.",overheard
"Girl: Oh, yeah? Well what does AAA stand for?",overheard
"Guy: Association...of...American...no, wait...Automobiles? Fuck, I don't know. It's for cars, stupid.",overheard
A guy walking down the steps slips but manages to catch himself.,overheard
Guy #2: Nice recovery.,overheard
Guy #1: Easier than rehab!,overheard
,overheard
Dad: Do you guys want Turkish food for dinner?,overheard
"Teen girl: Yeah, I'm down.",overheard
Dad: ...Is that good...or bad?,overheard
,overheard
Teen boy: Didn't you know those iPod headphones are bad for you?,overheard
"Teen girl: No, they're not.",overheard
Teen boy: Uh huh. Look in your manual. It says to throw them away as soon as you buy them.,overheard
,overheard
Guy hacks up a lung.,overheard
Girl: Are you a heavy smoker?,overheard
"Guy: What do you mean by ""heavy""?",overheard
Girl: Is smoking the first thing you do when you wake up in the morning?,overheard
"Guy: No, first, I cough. Then, I smoke.",overheard
,overheard
"Dude: Wait, who's Pete?",overheard
Chick: Pete's the guy who's sleeping with John's girlfriend.,overheard
"Dude: Oh, right.",overheard
Guy #1: You mean the roommate who sleeps naked on the top bunk?,overheard
"Guy #2: No, that's Bobby. I'm talking about Steve. He's the one who farts all the time.",overheard
Guy #1: My bad.,overheard
,overheard
"Guy #1: I shouldn't even pay rent in my house, I'm out so much. I should be homeless; I'm barely ever there.",overheard
Guy #2: You could live at the ASPCA!,overheard
"Guy #1: Yeah, the ASPCA. It's a good place to live. My ex-girlfriends live there.",overheard
,overheard
Man: All our stores are in the St. Louis area.,overheard
Woman: So all your stores are in Ohio?,overheard
,overheard
Girl #1: You shouldn't waste all that food; there's people in countries like China who are starving and would love to eat that.,overheard
Girl #2: ...People in China don't starve; they have Chinese food there.,overheard
,overheard
"Tourist lady: Um, I have a non-train related question.",overheard
MTA guy: What?,overheard
Tourist lady: Is there a nice place to get some coffee or tea around here?,overheard
"MTA guy: Yeah, outside.",overheard
Announcement: Please be nice going on and off the escalators.,overheard
"Girl #1: I don't understand why they gotta say ""How you doin'"" and ""Have a nice day.""",overheard
"Girl #2: They're trying to be nice, stupid.",overheard
,overheard
Guy #1: ...he always wears the cheapest clothes but always has the most expensive sneakers!,overheard
"Guy #2: Yo, white people bug me. They always wear crappy clothes, they be wearing green shirts, brown shirts...",overheard
"Girl: But they always have nice cars, houses, they go on nice vacations. I'd rather wear cheap clothes and have a nice house and go on nice vacations.",overheard
Guy #1: You're missing the point!,overheard
,overheard
Teen girl #1: Cashmere is God's gift to the human race!,overheard
"Teen girl #2: Well, the part of the human race that can it.",overheard
,overheard
"Girl #1: Oh he's cute, I really like Arab guys.",overheard
Girl #2: He's Indian.,overheard
"Girl #1: Whatever, I don't care.",overheard
,overheard
Girl: Where's the nearest Banana Republic?,overheard
Guy: Uh...Dominican Republic?,overheard
,overheard
Tourist girl #1: Stop acting like a tourist!,overheard
Tourist girl #2: But I am a tourist!,overheard
Tourist girl #1: But it's embarrassing.,overheard
"Tourist girl #2: If you're embarrassed over what a ton of people you've never seen before and never will see again think, you're never going to have any fun. Tourists are allowed to act like dorks.",overheard
Tourist girl #1: Then why do you make fun of tourists in Boston?,overheard
,overheard
"Guy: Seriously, you have to be the most wonderful person in the world to do something like that.",overheard
"Girl: Yeah, but it's still a felony!",overheard
,overheard
"Hag: I can't imagine dropping off my brother at the airport all like, ""I'm okay with never seeing you again 'cause you might die in battle.""",overheard
